companyname,stateincorp,ticker,year,sic,totalassets,costofgoodssold,netincome,sale,advertising,sellingadmin,mktvalue,commonequity,totalliability
NA,NA,UTSI,2013,3663,366.967,118.819,-22.721,164.439,0.1,52.146,110.1851,NA,NA
NA,NA,UTSI,2014,3663,279.063,104.392,-30.264,129.42,0.1,36.201,107.9588,NA,NA
NA,NA,UTSI,2015,3663,204.88,86.935,-20.657,117.103,0.1,32.857,91.1028,NA,NA
NA,NA,UTSI,2016,3663,178.703,56.956,0.29,86.512,0.1,26.648,70.45,NA,NA
NA,NA,UTSI,2017,3663,187.044,64.518,6.981,98.292,0.1,26.63,199.8988,NA,NA
DETERMINE INC,DE,DTRM,2008,7370,40.24,3.545,-23.901,16.003,0.113,17.135,39.0252,27.258,12.982
DETERMINE INC,DE,DTRM,2009,7370,33.267,5.28,-8.422,16.445,0.117,16.047,22.7739,17.276,15.991
DETERMINE INC,DE,DTRM,2010,7370,22.495,5.067,-4.644,15.159,0.049,13.168,13.9707,11.991,10.504
DETERMINE INC,DE,DTRM,2011,7370,20.589,4.583,-1.486,14.523,0.019,10.924,16.4198,10.642,9.947
DETERMINE INC,DE,DTRM,2012,7370,19.454,5.292,-6.267,13.787,0.014,13.408,10.6807,4.438,15.016
DETERMINE INC,DE,DTRM,2013,7370,16.852,7.211,-4.749,17.559,0.118,14.032,26.1274,0.52,16.332
DETERMINE INC,DE,DTRM,2014,7370,21.8,8.165,-8.179,15.789,0.209,16.29,30.8092,3.085,15.062
DETERMINE INC,DE,DTRM,2015,7370,37.286,10.441,-13.746,20.877,0.614,23.143,51.4995,9.123,23.268
DETERMINE INC,DE,DTRM,2016,7370,44.213,10.289,-14.021,26.76,0.588,24.933,20.8884,10.794,33.306
DETERMINE INC,DE,DTRM,2017,7370,42.391,10.22,-9.452,27.463,0.3,22.218,41.0652,5.099,37.292
SILICON LABORATORIES INC,DE,SLAB,2008,3674,624.245,141.22,32.935,415.63,1.7,200.02,1105.5101,502.46,121.785
SILICON LABORATORIES INC,DE,SLAB,2009,3674,742.838,141.57,73.092,441.02,1.5,212.431,2214.4494,629.796,113.042
SILICON LABORATORIES INC,DE,SLAB,2010,3674,727.658,149.8,73.242,493.341,1.4,237.573,2021.7967,625.43,102.228
SILICON LABORATORIES INC,DE,SLAB,2011,3674,705.991,166.78,35.472,491.625,1.6,242.511,1826.5926,598.939,107.052
SILICON LABORATORIES INC,DE,SLAB,2012,3674,871.966,196.49,63.548,563.294,1.7,262.392,1750.5129,649.973,221.993
SILICON LABORATORIES INC,DE,SLAB,2013,3674,991.15,197.737,49.819,580.087,2,291.249,1852.7585,738.562,252.588
SILICON LABORATORIES INC,DE,SLAB,2014,3674,1042.561,227.556,38.021,620.704,1.7,298.223,2010.7545,758.056,284.505
SILICON LABORATORIES INC,DE,SLAB,2015,3674,1011.463,246.838,29.586,644.826,1.8,319.976,2025.4286,761.114,250.349
SILICON LABORATORIES INC,DE,SLAB,2016,3674,1081.844,261.476,61.494,697.626,1.6,331.292,2722.785,826.958,254.886
SILICON LABORATORIES INC,DE,SLAB,2017,3674,1535.082,299.307,47.092,768.867,1.4,341.368,3771.0281,953.016,582.066
EDGEWELL PERSONAL CARE CO,MO,EPC,2008,3420,5816.7,2129.8,329.3,4331,486.8,1351.4,4686.6407,996.3,4820.4
EDGEWELL PERSONAL CARE CO,MO,EPC,2009,3420,6149,2024.4,297.8,3999.8,414.5,1208.1,4612.0895,1762.3,4386.7
EDGEWELL PERSONAL CARE CO,MO,EPC,2010,3420,6387.9,2095.6,403,4248.3,461.3,1313.3,4730.0339,2099.6,4288.3
EDGEWELL PERSONAL CARE CO,MO,EPC,2011,3420,6663.4,2311.7,261.2,4645.7,524,1474.9,4456.5294,2101.3,4562.1
EDGEWELL PERSONAL CARE CO,MO,EPC,2012,3420,6731.2,2267.1,408.9,4567.2,449.5,1440.9,4590.1564,2069.5,4661.7
EDGEWELL PERSONAL CARE CO,MO,EPC,2013,3420,6717.4,2211.7,407,4466,439.9,1354.6,5680.8326,2453.6,4263.8
EDGEWELL PERSONAL CARE CO,MO,EPC,2014,3420,6928.7,2167.5,356.1,4447.7,492.9,1380.2,7617.335,2522.3,4406.4
EDGEWELL PERSONAL CARE CO,MO,EPC,2015,3420,4991.7,1142.9,-275.3,2421.2,367.1,871.6,4910.3616,1864.1,3127.6
EDGEWELL PERSONAL CARE CO,MO,EPC,2016,3420,4771.5,1107.5,178.7,2362,336.7,809.5,4605.3213,1829,2942.5
EDGEWELL PERSONAL CARE CO,MO,EPC,2017,3420,4188.8,1071,5.7,2298.4,318.3,775.9,4076.4299,1741.7,2447.1
HEALTHSTREAM INC,TN,HSTM,2008,7372,52.797,21.404,2.855,51.6,0.284,24.642,49.8201,36.763,16.034
HEALTHSTREAM INC,TN,HSTM,2009,7372,71.002,23.212,13.972,57.398,0.137,25.792,85.4109,51.821,19.181
HEALTHSTREAM INC,TN,HSTM,2010,7372,82.011,26.393,4.154,65.754,0.13,29.623,175.3122,56.79,25.221
HEALTHSTREAM INC,TN,HSTM,2011,7372,154.237,33.691,6.944,82.066,0.251,34.25,477.7812,120.915,33.322
HEALTHSTREAM INC,TN,HSTM,2012,7372,174.528,44.619,7.645,104.222,0.349,41.276,637.7242,132.196,42.332
HEALTHSTREAM INC,TN,HSTM,2013,7372,212.594,58.657,8.418,133.113,0.408,54.006,891.5707,149.433,63.161
HEALTHSTREAM INC,TN,HSTM,2014,7372,257.262,78.576,10.394,170.69,0.663,68.874,815.918,167.859,89.403
HEALTHSTREAM INC,TN,HSTM,2015,7372,379.569,89.386,8.621,209.002,1.1,88.097,696.234,280.32,99.249
HEALTHSTREAM INC,TN,HSTM,2016,7372,396,96.634,3.755,225.974,1,100.613,795.2874,286.108,109.892
HEALTHSTREAM INC,TN,HSTM,2017,7372,411.074,106,10.004,247.662,1,105.579,738.9893,300.17,110.904
SUPPORT.COM INC,DE,SPRT,2008,7370,123.586,24.123,-19.106,48.87,2,42.545,102.8967,105.446,18.14
SUPPORT.COM INC,DE,SPRT,2009,7370,101.959,15.832,-14.577,17.495,1.65,25.412,122.657,96.352,5.607
SUPPORT.COM INC,DE,SPRT,2010,7370,93.739,27.689,-18.067,44.177,10.6,34.268,311.9602,86.057,7.682
SUPPORT.COM INC,DE,SPRT,2011,7370,84.996,31.05,-18.64,53.839,10.8,38.932,108.828,71.335,13.661
SUPPORT.COM INC,DE,SPRT,2012,7370,88.259,38.18,-5.424,71.954,8.2,37.087,207.7077,74.163,14.096
SUPPORT.COM INC,DE,SPRT,2013,7370,106.899,43.65,10.383,88.163,9.2,31.596,201.9388,95.396,11.503
SUPPORT.COM INC,DE,SPRT,2014,7370,107.987,61.021,-3.483,82.991,2.2,23.604,114.497,95.721,12.266
SUPPORT.COM INC,DE,SPRT,2015,7370,81.492,61.651,-27.041,77.333,1.2,28.513,55.4096,71.346,10.146
SUPPORT.COM INC,DE,SPRT,2016,7370,67.229,50.011,-15.956,61.66,0.8,25.206,47.8538,57.308,9.921
SUPPORT.COM INC,DE,SPRT,2017,7370,64.353,46.76,-1.526,60.121,0.1,14.154,45.3242,56.458,7.895
LIVEPERSON INC,DE,LPSN,2008,7370,81.948,16.987,-23.837,74.655,7.784,52.065,86.1897,63.583,18.365
LIVEPERSON INC,DE,LPSN,2009,7370,104.281,16.501,7.763,87.49,6.098,52.883,344.5689,81.137,23.144
LIVEPERSON INC,DE,LPSN,2010,7370,131.143,22.622,9.259,109.862,6.132,65.623,584.8202,104.643,26.5
LIVEPERSON INC,DE,LPSN,2011,7370,166.051,25.712,12.038,133.089,6.31,80.15,678.8295,137.698,28.353
LIVEPERSON INC,DE,LPSN,2012,7370,208.576,27.888,6.355,157.409,6.374,110.62,735.1699,170.243,38.333
LIVEPERSON INC,DE,LPSN,2013,7370,205.09,32.693,-3.499,177.805,7.4,138.853,807.4677,159.053,46.037
LIVEPERSON INC,DE,LPSN,2014,7370,239.817,42.576,-7.348,209.931,9.7,156.989,791.8137,180.337,59.48
LIVEPERSON INC,DE,LPSN,2015,7370,226.194,58.052,-26.444,239.012,10.7,171.53,381.7328,165.305,60.889
LIVEPERSON INC,DE,LPSN,2016,7370,219.638,52.114,-25.873,222.779,10.9,160.887,422.3168,138.476,81.162
LIVEPERSON INC,DE,LPSN,2017,7370,232.799,48.213,-18.191,218.876,15.8,161.207,656.374,140.063,92.736
QUALSTAR CORP,CA,QBAK,2008,3572,42.657,13.768,-0.753,21.464,0.576,9.674,37.2491,39.121,3.536
QUALSTAR CORP,CA,QBAK,2009,3572,36.592,11.962,-2.559,17.892,0.501,9.176,26.8341,34.51,2.082
QUALSTAR CORP,CA,QBAK,2010,3572,32.521,10.454,-3.121,15.27,0.342,8.076,22.9131,29.847,2.674
QUALSTAR CORP,CA,QBAK,2011,3572,31.935,11.444,-0.68,18.302,0.321,7.605,22.1767,29.18,2.755
QUALSTAR CORP,CA,QBAK,2012,3572,28.824,12.318,-4.107,17.081,0.229,7.201,23.2807,25.053,3.771
QUALSTAR CORP,CA,QBAK,2013,3572,20.207,9.011,-10.363,13.096,0.575,10.2,17.1542,14.745,5.462
QUALSTAR CORP,CA,QBAK,2014,3572,12.785,8.167,-5.624,10.941,0.232,8.441,16.174,9.123,3.662
QUALSTAR CORP,CA,QBAK,2015,3572,10.684,8.31,-1.308,12.902,0.15,5.906,14.2135,7.91,2.774
QUALSTAR CORP,CA,QBAK,2016,3572,7.263,6.642,-1.21,9.417,0.073,3.806,5.9626,4.839,2.424
QUALSTAR CORP,CA,QBAK,2017,3572,8.567,6.238,0.64,10.641,0.049,3.592,17.1528,5.896,2.671
NA,NA,SINA,2008,7370,822.494,134.067,80.638,369.587,46.4,143.334,1299.2012,NA,NA
NA,NA,SINA,2009,7370,1613.842,142.755,411.895,358.567,45.8,158.935,2752.3204,NA,NA
NA,NA,SINA,2010,7370,1636.09,154.801,-19.094,402.617,45,134.629,4251.3555,NA,NA
NA,NA,SINA,2011,7370,1391.447,194.38,-302.092,482.829,57.2,231.521,3439.436,NA,NA
NA,NA,SINA,2012,7370,1482.906,218.384,31.738,529.329,72.4,289.801,3346.6106,NA,NA
NA,NA,SINA,2013,7370,2897.843,236.631,45.132,665.106,78.7,370.866,5562.3535,NA,NA
NA,NA,SINA,2014,7370,3703.328,245.071,176.802,768.241,121.1,504.288,2245.8719,NA,NA
NA,NA,SINA,2015,7370,4361.839,298.598,25.678,880.669,111.6,533.067,3450.1454,NA,NA
NA,NA,SINA,2016,7370,4284.874,326.228,225.087,1030.936,123.4,562.77,4312.2602,NA,NA
NA,NA,SINA,2017,7370,5815.394,380.935,156.569,1583.884,268.3,781.171,7163.1371,NA,NA
DBUB GROUP INC,NV,DBUB,2008,5812,98.941,261.967,26.834,310.645,0.36,14.132,36.8718,87.638,11.303
DBUB GROUP INC,NV,DBUB,2009,5812,94.396,186.164,-1.213,208.489,0.405,21.621,27.4155,86.62,7.776
DBUB GROUP INC,NV,DBUB,2010,5812,73.131,139.252,-24.927,158.094,0.491,32.672,11.021,63.72,9.411
DBUB GROUP INC,NV,DBUB,2011,5812,21.007,57.774,-52.844,61.021,0.197,14.356,3.5347,13.359,7.648
DBUB GROUP INC,NV,DBUB,2012,5812,4.771,20.568,-15.867,21.497,0,10.159,0.7513,-0.049,4.82
DBUB GROUP INC,NV,DBUB,2013,5812,3.969,12.629,-3.627,12.788,0.019,3.63,7.0629,-1.786,5.755
DBUB GROUP INC,NV,DBUB,2014,5812,4.752,12.062,-1.096,12.741,0,1.665,5.0586,-2.076,6.828
DBUB GROUP INC,NV,DBUB,2015,5812,3.088,7.316,-1.117,7.3,0,0.742,6.1794,-1.96,4.756
DBUB GROUP INC,NV,DBUB,2016,5812,3.091,5.333,-1.507,5.742,0,1.628,3.8714,-2.76,5.687
DBUB GROUP INC,NV,DBUB,2017,5812,1.575,0,-1.137,0,0,0,2.2525,-4.08,5.736
CEVA INC,DE,CEVA,2008,6794,137.586,3.995,8.565,40.365,0.72,33.897,136.724,121.659,15.927
CEVA INC,DE,CEVA,2009,6794,155.444,3.629,8.346,38.467,0.438,29.38,262.7298,139.096,16.348
CEVA INC,DE,CEVA,2010,6794,186.608,3.184,11.378,44.911,0.489,31.325,461.742,168.468,18.14
CEVA INC,DE,CEVA,2011,6794,219.14,3.053,18.562,60.239,0.57,38.119,712.4414,200.92,18.22
CEVA INC,DE,CEVA,2012,6794,216.333,3.427,13.685,53.677,0.791,37.358,349.4453,196.068,20.265
CEVA INC,DE,CEVA,2013,6794,212.327,4.493,6.685,48.9,0.66,38.978,322.39,190.895,21.432
CEVA INC,DE,CEVA,2014,6794,208.009,4.248,-0.819,50.808,0.792,43.387,367.3713,179.049,28.96
CEVA INC,DE,CEVA,2015,6794,212.649,4.366,6.267,59.499,0.928,46.465,479.5808,186.095,26.554
CEVA INC,DE,CEVA,2016,6794,242.495,4.687,13.1,72.653,1.033,50.945,713.7427,211.551,30.944
CEVA INC,DE,CEVA,2017,6794,276.812,4.939,17.028,87.507,1.118,63.445,1018.2536,244.67,32.142
DELTA APPAREL INC,GA,DLA,2008,2300,261.623,246.15,-0.508,322.034,4.3,59.898,31.0141,104.893,156.73
DELTA APPAREL INC,GA,DLA,2009,2300,256.993,271.68,6.456,355.197,4.4,64.388,58.5006,112.145,144.848
DELTA APPAREL INC,GA,DLA,2010,2300,251.333,316.84,12.187,424.411,5.3,80.695,124.3336,125.714,125.619
DELTA APPAREL INC,GA,DLA,2011,2300,311.865,351.744,17.327,475.236,6.7,91.512,143.174,141.965,169.9
DELTA APPAREL INC,GA,DLA,2012,2300,320.394,382.513,-2.447,489.923,4.3,89.973,115.0855,138.967,181.427
DELTA APPAREL INC,GA,DLA,2013,2300,311.91,373,9.184,490.523,3.8,93.744,111.7143,141.066,170.844
DELTA APPAREL INC,GA,DLA,2014,2300,354.578,356.799,-0.96,452.901,3.6,84.106,71.611,138.207,216.371
DELTA APPAREL INC,GA,DLA,2015,2300,324.91,350.481,8.093,449.142,4.7,79.686,137.4611,144.499,180.411
DELTA APPAREL INC,GA,DLA,2016,2300,344.652,321.029,8.964,425.249,4.4,76.578,125.2606,152.015,192.637
DELTA APPAREL INC,GA,DLA,2017,2300,317.802,294.751,10.511,385.082,4.6,67.408,157.023,155.887,161.915
SOHU COM LTD,DE,SOHU,2008,7370,521.876,93.829,158.637,429.051,47.4,157.099,1803.4173,385.946,130.782
SOHU COM LTD,DE,SOHU,2009,7370,828.273,106.788,147.833,515.239,61.5,187.065,2162.2627,609.781,150.497
SOHU COM LTD,DE,SOHU,2010,7370,1187.59,139.608,148.629,612.777,60.8,218.432,2414.2073,796.117,213.031
SOHU COM LTD,DE,SOHU,2011,7370,1633.294,166.848,162.741,852.087,92.3,333.581,1904.1,1008.425,356.969
SOHU COM LTD,DE,SOHU,2012,7370,2076.132,257.827,87.159,1067.201,104.9,471.338,1803.1333,1084.223,699.105
SOHU COM LTD,DE,SOHU,2013,7370,2998.715,368.402,-15.298,1400.274,193.5,736.743,2795.1152,1326.705,1161.995
SOHU COM LTD,DE,SOHU,2014,7370,2867.009,529.517,-166.657,1673.077,310.7,1140.124,2047.8023,1201.661,1178.103
SOHU COM LTD,DE,SOHU,2015,7370,3042.194,620.543,-49.598,1937.091,196.9,955.234,2210.5651,1241.022,1311.442
SOHU COM LTD,DE,SOHU,2016,7370,2563.69,636.569,-224.021,1650.431,270.2,907.765,1312.9664,993.58,1005.895
SOHU COM LTD,DE,SOHU,2017,7370,3389.239,740.571,-554.526,1860.962,249.7,948.092,1686.2283,750.634,1572.002
ENTRAVISION COMMUNICATIONS,DE,EVC,2008,4833,591.039,100.801,-487.937,232.335,0.5,60.826,131.6921,112.713,478.326
ENTRAVISION COMMUNICATIONS,DE,EVC,2009,4833,487.927,83.902,-50.072,189.231,0.3,53.196,284.7398,25.235,462.692
ENTRAVISION COMMUNICATIONS,DE,EVC,2010,4833,490.81,84.802,-18.086,200.476,0.3,56.462,217.2138,10.357,480.453
ENTRAVISION COMMUNICATIONS,DE,EVC,2011,4833,467.321,88.59,-8.2,194.396,0.4,52.18,132.6874,-0.561,467.882
ENTRAVISION COMMUNICATIONS,DE,EVC,2012,4833,438.051,92.256,13.601,223.253,0.3,55.794,142.6687,5.401,432.65
ENTRAVISION COMMUNICATIONS,DE,EVC,2013,4833,538.237,103.686,133.825,223.916,0.3,51.327,536.6264,136.024,402.213
ENTRAVISION COMMUNICATIONS,DE,EVC,2014,4833,527.767,110.274,27.122,242.038,0.5,56.8,564.907,145.558,382.209
ENTRAVISION COMMUNICATIONS,DE,EVC,2015,4833,528.188,117.565,25.625,254.134,0.5,66.635,684.3242,167.273,360.915
ENTRAVISION COMMUNICATIONS,DE,EVC,2016,4833,517.921,122.975,20.405,258.514,0.4,71.341,631.169,183.456,334.465
ENTRAVISION COMMUNICATIONS,DE,EVC,2017,4833,765.967,163.829,176.293,536.034,0.6,76.553,646.0025,348.87,417.097
ILLUMINA INC,DE,ILMN,2008,3826,1377.1,188.339,50.477,573.225,3.4,247.977,3152.2845,848.596,528.504
ILLUMINA INC,DE,ILMN,2009,3826,1429.937,181.265,72.281,666.324,4.2,316.953,3665.5237,864.248,565.689
ILLUMINA INC,DE,ILMN,2010,3826,1839.113,259.192,124.891,902.741,6.9,398.401,8019.3507,1197.675,641.438
ILLUMINA INC,DE,ILMN,2011,3826,2195.84,278.771,86.628,1055.535,6.8,458.756,3719.8402,1075.215,1120.625
ILLUMINA INC,DE,ILMN,2012,3826,2566.085,306.618,151.254,1148.516,7.3,495.578,6889.9914,1318.581,1247.504
ILLUMINA INC,DE,ILMN,2013,3826,3019.006,367.362,125.308,1421.178,14.5,644.173,14124.8866,1533.202,1485.804
ILLUMINA INC,DE,ILMN,2014,3826,3339.64,463.467,353.351,1861.358,16.4,799.758,26511.0408,1462.798,1876.842
ILLUMINA INC,DE,ILMN,2015,3826,3687.747,544.053,461.559,2219.762,18.5,925.25,28136.0659,1848.553,1806.648
ILLUMINA INC,DE,ILMN,2016,3826,4280.6,591.01,462.649,2398.373,19.5,1085.587,18718.9358,2197.229,1966.425
ILLUMINA INC,DE,ILMN,2017,3826,5257,752,726,2752,30,1212,32118.03,2749,2288
LANTRONIX INC,DE,LTRX,2008,3576,33.165,28.361,-2.508,57.586,0.514,30.411,41.6153,17.246,15.919
LANTRONIX INC,DE,LTRX,2009,3576,30.756,23.306,-0.78,49.147,0.348,24.77,27.8489,18.324,12.432
LANTRONIX INC,DE,LTRX,2010,3576,32.532,21.989,-1.519,46.375,0.511,24.695,41.8082,18.341,14.191
LANTRONIX INC,DE,LTRX,2011,3576,31.192,24.539,-5.271,49.321,0.39,25.156,26.6915,14.703,16.489
LANTRONIX INC,DE,LTRX,2012,3576,33.011,22.802,-3.04,45.382,0.186,23.986,29.68,21.932,11.079
LANTRONIX INC,DE,LTRX,2013,3576,29.359,24.156,-2.769,46.655,0.703,24.285,23.0364,19.957,9.402
LANTRONIX INC,DE,LTRX,2014,3576,30.682,21.789,-0.933,44.546,0.168,22.678,29.1304,20.166,10.516
LANTRONIX INC,DE,LTRX,2015,3576,29.413,22.077,-2.771,42.946,0.185,22.657,24.8985,18.709,10.704
LANTRONIX INC,DE,LTRX,2016,3576,27.779,20.737,-1.962,40.592,0.173,20.429,16.7364,19.718,8.061
LANTRONIX INC,DE,LTRX,2017,3576,30.132,20.806,-0.277,44.73,0.031,23.267,43.2759,20.688,9.444
BRUKER CORP,DE,BRKR,2008,3826,1116.3,572.2,64.9,1107.1,6.2,388.3,662.8347,311.9,803.6
BRUKER CORP,DE,BRKR,2009,3826,1172,566.2,81.2,1114.5,6.9,381.5,1982.3143,417.2,753.2
BRUKER CORP,DE,BRKR,2010,3826,1549.8,668.6,95.4,1304.9,9.1,435.9,2742.8014,524.7,1022.4
BRUKER CORP,DE,BRKR,2011,3826,1710.5,836.7,92.3,1651.7,8.1,583.8,2060.1302,621.5,1085.6
BRUKER CORP,DE,BRKR,2012,3826,1856.4,897.6,77.5,1791.4,7.5,637.7,2538.6951,706.6,1146.7
BRUKER CORP,DE,BRKR,2013,3826,1988.3,972.9,80.1,1839.4,9.6,628.4,3313.0368,846.1,1138.1
BRUKER CORP,DE,BRKR,2014,3826,1864.8,959.8,56.7,1808.9,10.7,625.2,3306.5194,765.9,1093.1
BRUKER CORP,DE,BRKR,2015,3826,1730.9,838.2,101.6,1623.8,12.9,537.9,4013.1416,726.1,998
BRUKER CORP,DE,BRKR,2016,3826,1808.4,801.4,153.6,1611.3,12.7,539.5,3385.7289,686.4,1115.3
BRUKER CORP,DE,BRKR,2017,3826,1948.5,877.7,78.6,1765.9,14,578.6,5349.3211,725.4,1215
TAPESTRY INC,MD,TPR,2008,3100,2273.844,672.95,783.055,3180.757,57.38,1227.874,9724.7335,1515.82,758.024
TAPESTRY INC,MD,TPR,2009,3100,2564.336,784.844,623.369,3230.468,50.078,1322.332,8548.0013,1696.042,868.294
TAPESTRY INC,MD,TPR,2010,3100,2467.115,847.201,734.94,3607.636,61.241,1483.52,10850.4889,1505.293,961.822
TAPESTRY INC,MD,TPR,2011,3100,2635.116,1009.86,880.8,4158.507,74.988,1692.939,18444.764,1612.569,1022.547
TAPESTRY INC,MD,TPR,2012,3100,3104.321,1164.193,1038.91,4763.18,89.159,1914.88,16673.7006,1992.931,1111.39
TAPESTRY INC,MD,TPR,2013,3100,3531.897,1209.455,1034.42,5075.39,102.701,2125.205,16093.7852,2409.158,1122.739
TAPESTRY INC,MD,TPR,2014,3100,3663.131,1237.711,781.336,4806.226,130.122,2124.891,9380.4026,2420.653,1242.478
TAPESTRY INC,MD,TPR,2015,3100,4666.9,1081.5,402.4,4191.6,160.9,2129.8,9573.126,2489.9,2177
TAPESTRY INC,MD,TPR,2016,3100,4892.7,1228.8,460.5,4491.8,202.2,2275.8,11346.09,2682.9,2209.8
TAPESTRY INC,MD,TPR,2017,3100,5831.6,1191.5,591,4488.3,178.3,2271.4,13345.146,3001.9,2829.7
MONSANTO CO,DE,MON.1,2008,100,17991,4615,2024,11365,95,3292,62676.7503,9374,8617
MONSANTO CO,DE,MON.1,2009,100,17877,4377.85,2109,11724,59,3185.15,45748.7392,10056,7821
MONSANTO CO,DE,MON.1,2010,100,17852,4700,1096,10483,135,3254,28450.7964,10069,7739
MONSANTO CO,DE,MON.1,2011,100,19844,5128,1607,11822,100,3576,36898.0222,11545,8128
MONSANTO CO,DE,MON.1,2012,100,20224,5837,2045,13504,87,3906,46549.3191,11833,8188
MONSANTO CO,DE,MON.1,2013,100,20664,6593,2482,14861,95,4081,51786.7467,12559,7936
MONSANTO CO,DE,MON.1,2014,100,21981,6590,2740,15855,90,4465,56120.4347,7875,14067
MONSANTO CO,DE,MON.1,2015,100,21920,6003,2314,15001,74,4099,45690.8256,6990,14915
MONSANTO CO,DE,MON.1,2016,100,19736,5691,1336,13502,64,4075,46625.1675,4534,15191
MONSANTO CO,DE,MON.1,2017,100,21333,5930,2260,14640,68,4543,51518.5416,6438,14875
NII HOLDINGS INC,DE,NIHD,2008,4812,5088.12,1696.318,369.105,4269.38,109.9,1400.642,3013.9168,1786.887,3301.233
NII HOLDINGS INC,DE,NIHD,2009,4812,7554.693,1878.197,381.491,4300.799,123.4,1341.663,5598.7934,2746.837,4807.856
NII HOLDINGS INC,DE,NIHD,2010,4812,8190.687,2263.34,341.052,5409.116,155.1,1749.589,7577.0603,3319.573,4871.114
NII HOLDINGS INC,DE,NIHD,2011,4812,9822.136,2684.26,225.196,6489.746,225.5,2259.776,3646.0701,3138.082,6684.054
NII HOLDINGS INC,DE,NIHD,2012,4812,9223.078,2656.173,-765.249,5874.963,186.9,2333.519,1223.8859,2316.449,6906.629
NII HOLDINGS INC,DE,NIHD,2013,4812,8679.954,2448.103,-1649.599,4606.564,147.9,1864.073,473.2888,355.387,8324.567
NII HOLDINGS INC,DE,NIHD,2014,4812,5430.591,2362.975,-1957.698,3568.12,146.9,1578.458,3.1887,-1964.764,7395.355
NII HOLDINGS INC,DE,NIHD,2015,4812,2729.908,685.329,1466.512,1143.245,50.3,654.622,505.0051,1550.815,1179.093
NII HOLDINGS INC,DE,NIHD,2016,4812,1418.509,430.875,-1553.873,938.146,30.9,513.86,215.5547,166.022,1252.487
NII HOLDINGS INC,DE,NIHD,2017,4812,1105.098,429.839,-301.014,841.567,26.9,481.968,42.5929,-43.274,1227.045
ALIGN TECHNOLOGY INC,DE,ALGN,2008,3843,279.341,66.059,79.987,303.976,18.3,201.681,574.2888,218.54,60.801
ALIGN TECHNOLOGY INC,DE,ALGN,2009,3843,355.24,59.672,-31.269,312.333,18.1,198.012,1328.8018,273.036,82.204
ALIGN TECHNOLOGY INC,DE,ALGN,2010,3843,476.943,69.523,74.253,372.828,20.2,204.8,1492.6606,377.747,99.196
ALIGN TECHNOLOGY INC,DE,ALGN,2011,3843,649.264,103.026,66.716,479.741,21.2,258.848,1868.9606,490.781,158.483
ALIGN TECHNOLOGY INC,DE,ALGN,2012,3843,756.312,128.562,58.691,560.041,23.6,289.434,2236.9553,581.317,174.995
ALIGN TECHNOLOGY INC,DE,ALGN,2013,3843,832.147,152.375,64.295,660.206,26,329.781,4604.5126,633.97,198.177
ALIGN TECHNOLOGY INC,DE,ALGN,2014,3843,987.997,165.654,145.832,761.653,26.9,384.567,4484.2616,752.771,235.226
ALIGN TECHNOLOGY INC,DE,ALGN,2015,3843,1158.633,187.372,144.02,845.486,23.4,458.276,5235.075,847.926,310.707
ALIGN TECHNOLOGY INC,DE,ALGN,2016,3843,1396.151,240.578,189.682,1079.874,36,566.373,7647.4299,995.389,400.762
ALIGN TECHNOLOGY INC,DE,ALGN,2017,3843,1777.856,318.727,231.418,1473.413,70,763.336,17784.0876,1150.37,627.486
NA,NA,GRMN,2008,3812,2924.581,1862.778,732.848,3494.077,208.177,691.498,3840.9587,NA,NA
NA,NA,GRMN,2009,3812,3825.874,1408.19,703.95,2946.44,155.521,658.101,6148.4118,NA,NA
NA,NA,GRMN,2010,3812,3988.688,1253.375,584.603,2689.911,144.613,709.698,6023.1544,NA,NA
NA,NA,GRMN,2011,3812,4471.338,1332.142,520.896,2758.569,145.024,780.902,7749.534,NA,NA
NA,NA,GRMN,2012,3812,4819.124,1224.126,542.403,2715.675,138.757,821.32,7970.374,NA,NA
NA,NA,GRMN,2013,3812,4879.603,1158.228,612.412,2631.851,112.905,833.268,9013.9785,NA,NA
NA,NA,GRMN,2014,3812,4693.303,1209.451,364.211,2870.658,146.633,913.786,10133.5865,NA,NA
NA,NA,GRMN,2015,3812,4499.391,1223.14,456.227,2820.27,167.166,989.123,7051.9667,NA,NA
NA,NA,GRMN,2016,3812,4525.133,1268.98,510.814,3018.665,177.143,1055.661,9143.5169,NA,NA
NA,NA,GRMN,2017,3812,5010.26,1223.082,694.955,3087.004,164.693,1114.304,11210.4187,NA,NA
BOWLIN TRAVEL CENTERS INC,NV,BWTL,2008,5412,19.862,19.67,0.458,28.183,0.071,7.49,7.7453,13.106,6.756
BOWLIN TRAVEL CENTERS INC,NV,BWTL,2009,5412,19.28,17.347,-0.448,24.697,0.058,7.132,5.7275,12.656,6.624
BOWLIN TRAVEL CENTERS INC,NV,BWTL,2010,5412,18.817,14.99,-0.19,23.046,0.076,7.39,4.9978,12.26,6.557
BOWLIN TRAVEL CENTERS INC,NV,BWTL,2011,5412,19.625,16.166,-0.037,24.858,0.075,7.779,5.8561,12.039,7.586
BOWLIN TRAVEL CENTERS INC,NV,BWTL,2012,5412,19.851,17.998,-0.262,26.395,0.096,7.643,5.6511,11.737,8.114
BOWLIN TRAVEL CENTERS INC,NV,BWTL,2013,5412,18.853,18.292,-0.178,26.828,0.092,7.854,5.5985,11.504,7.349
